Record Length,2.500000e+03,,  -0.000000032000,   0.00000,
Sample Interval,2.000000e-10,,  -0.000000031800,   0.00000,
Trigger Point,1.600000000000e+02,,  -0.000000031600,   0.00000,
,,,  -0.000000031400,   0.00000,
,,,  -0.000000031200,   0.00000,
,,,  -0.000000031000,   0.00000,
Source,CH1,,  -0.000000030800,   0.08000,
Vertical Units,V,,  -0.000000030600,   0.08000,
Vertical Scale,2.000000e+00,,  -0.000000030400,   0.08000,
Vertical Offset,-4.000000e-01,,  -0.000000030200,   0.08000,
Horizontal Units,s,,  -0.000000030000,   0.08000,
Horizontal Scale,5.000000e-08,,  -0.000000029800,   0.08000,
Pt Fmt,Y,,  -0.000000029600,   0.08000,
Yzero,0.000000e+00,,  -0.000000029400,   0.08000,
Probe Atten,1.000000e+00,,  -0.000000029200,   0.08000,
Model Number,TDS2014B,,  -0.000000029000,   0.08000,
Serial Number,C010105,,  -0.000000028800,   0.08000,
Firmware Version,FV:v22.16,,  -0.000000028600,   0.08000,
,,,-00.000000028400,   0.08000,
,,,-00.000000028200,   0.08000,
,,,-00.000000028000,   0.08000,
,,,-00.000000027800,   0.08000,
,,,-00.000000027600,   0.08000,
,,,-00.000000027400,   0.08000,
,,,-00.000000027200,   0.08000,
,,,-00.000000027000,   0.08000,
,,,-00.000000026800,   0.08000,
,,,-00.000000026600,   0.08000,
,,,-00.000000026400,   0.08000,
,,,-00.000000026200,   0.08000,
,,,-00.000000026000,   0.08000,
,,,-00.000000025800,   0.08000,
,,,-00.000000025600,   0.08000,
,,,-00.000000025400,   0.08000,
,,,-00.000000025200,   0.08000,
,,,-00.000000025000,   0.08000,
,,,-00.000000024800,   0.08000,
,,,-00.000000024600,   0.00000,
,,,-00.000000024400,   0.00000,
,,,-00.000000024200,   0.00000,
,,,-00.000000024000,   0.00000,
,,,-00.000000023800,   0.00000,
,,,-00.000000023600,   0.00000,
,,,-00.000000023400,   0.00000,
,,,-00.000000023200,   0.00000,
,,,-00.000000023000,   0.00000,
,,,-00.000000022800,   0.08000,
,,,-00.000000022600,   0.08000,
,,,-00.000000022400,   0.08000,
,,,-00.000000022200,   0.08000,
,,,-00.000000022000,   0.08000,
,,,-00.000000021800,   0.08000,
,,,-00.000000021600,   0.00000,
,,,-00.000000021400,   0.00000,
,,,-00.000000021200,   0.00000,
,,,-00.000000021000,   0.00000,
,,,-00.000000020800,   0.00000,
,,,-00.000000020600,  -0.08000,
,,,-00.000000020400,  -0.08000,
,,,-00.000000020200,  -0.08000,
,,,-00.000000020000,  -0.08000,
,,,-00.000000019800,  -0.08000,
,,,-00.000000019600,  -0.08000,
,,,-00.000000019400,  -0.08000,
,,,-00.000000019200,  -0.08000,
,,,-00.000000019000,  -0.08000,
,,,-00.000000018800,   0.00000,
,,,-00.000000018600,   0.00000,
,,,-00.000000018400,   0.00000,
,,,-00.000000018200,   0.00000,
,,,-00.000000018000,   0.00000,
,,,-00.000000017800,   0.00000,
,,,-00.000000017600,   0.00000,
,,,-00.000000017400,   0.00000,
,,,-00.000000017200,   0.00000,
,,,-00.000000017000,   0.00000,
,,,-00.000000016800,   0.08000,
,,,-00.000000016600,   0.08000,
,,,-00.000000016400,   0.08000,
,,,-00.000000016200,   0.08000,
,,,-00.000000016000,   0.08000,
,,,-00.000000015800,   0.08000,
,,,-00.000000015600,   0.08000,
,,,-00.000000015400,   0.08000,
,,,-00.000000015200,   0.08000,
,,,-00.000000015000,   0.08000,
,,,-00.000000014800,   0.16000,
,,,-00.000000014600,   0.08000,
,,,-00.000000014400,   0.08000,
,,,-00.000000014200,   0.08000,
,,,-00.000000014000,   0.08000,
,,,-00.000000013800,   0.08000,
,,,-00.000000013600,   0.08000,
,,,-00.000000013400,   0.08000,
,,,-00.000000013200,   0.08000,
,,,-00.000000013000,   0.08000,
,,,-00.000000012800,   0.16000,
,,,-00.000000012600,   0.16000,
,,,-00.000000012400,   0.16000,
,,,-00.000000012200,   0.16000,
,,,-00.000000012000,   0.16000,
,,,-00.000000011800,   0.16000,
,,,-00.000000011600,   0.08000,
,,,-00.000000011400,   0.08000,
,,,-00.000000011200,   0.08000,
,,,-00.000000011000,   0.08000,
,,,-00.000000010800,   0.08000,
,,,-00.000000010600,   0.08000,
,,,-00.000000010400,   0.08000,
,,,-00.000000010200,   0.08000,
,,,-00.000000010000,   0.08000,
,,,-00.000000009800,   0.16000,
,,,-00.000000009600,   0.16000,
,,,-00.000000009400,   0.16000,
,,,-00.000000009200,   0.16000,
,,,-00.000000009000,   0.16000,
,,,-00.000000008800,   0.16000,
,,,-00.000000008600,   0.16000,
,,,-00.000000008400,   0.16000,
,,,-00.000000008200,   0.16000,
,,,-00.000000008000,   0.16000,
,,,-00.000000007800,   0.24000,
,,,-00.000000007600,   0.24000,
,,,-00.000000007400,   0.24000,
,,,-00.000000007200,   0.32000,
,,,-00.000000007000,   0.32000,
,,,-00.000000006800,   0.40000,
,,,-00.000000006600,   0.40000,
,,,-00.000000006400,   0.40000,
,,,-00.000000006200,   0.48000,
,,,-00.000000006000,   0.48000,
,,,-00.000000005800,   0.56000,
,,,-00.000000005600,   0.56000,
,,,-00.000000005400,   0.64000,
,,,-00.000000005200,   0.72000,
,,,-00.000000005000,   0.80000,
,,,-00.000000004800,   0.88000,
,,,-00.000000004600,   0.88000,
,,,-00.000000004400,   0.96000,
,,,-00.000000004200,   1.04000,
,,,-00.000000004000,   1.12000,
,,,-00.000000003800,   1.20000,
,,,-00.000000003600,   1.28000,
,,,-00.000000003400,   1.36000,
,,,-00.000000003200,   1.44000,
,,,-00.000000003000,   1.52000,
,,,-00.000000002800,   1.68000,
,,,-00.000000002600,   1.76000,
,,,-00.000000002400,   1.84000,
,,,-00.000000002200,   2.00000,
,,,-00.000000002000,   2.08000,
,,,-00.000000001800,   2.24000,
,,,-00.000000001600,   2.32000,
,,,-00.000000001400,   2.40000,
,,,-00.000000001200,   2.56000,
,,,-00.000000001000,   2.64000,
,,,-00.000000000800,   2.80000,
,,,-00.000000000600,   2.88000,
,,,-00.000000000400,   2.96000,
,,,-00.000000000200,   3.12000,
,,,-00.000000000000,   3.20000,
,,,00.000000000200,   3.36000,
,,,00.000000000400,   3.52000,
,,,00.000000000600,   3.60000,
,,,00.000000000800,   3.84000,
,,,00.000000001000,   4.00000,
,,,00.000000001200,   4.16000,
,,,00.000000001400,   4.32000,
,,,00.000000001600,   4.40000,
,,,00.000000001800,   4.56000,
,,,00.000000002000,   4.72000,
,,,00.000000002200,   4.88000,
,,,00.000000002400,   4.96000,
,,,00.000000002600,   5.12000,
,,,00.000000002800,   5.28000,
,,,00.000000003000,   5.36000,
,,,00.000000003200,   5.52000,
,,,00.000000003400,   5.60000,
,,,00.000000003600,   5.68000,
,,,00.000000003800,   5.84000,
,,,00.000000004000,   5.92000,
,,,00.000000004200,   6.08000,
,,,00.000000004400,   6.16000,
,,,00.000000004600,   6.32000,
,,,00.000000004800,   6.48000,
,,,00.000000005000,   6.56000,
,,,00.000000005200,   6.72000,
,,,00.000000005400,   6.80000,
,,,00.000000005600,   6.88000,
,,,00.000000005800,   6.96000,
,,,00.000000006000,   7.12000,
,,,00.000000006200,   7.20000,
,,,00.000000006400,   7.28000,
,,,00.000000006600,   7.28000,
,,,00.000000006800,   7.36000,
,,,00.000000007000,   7.44000,
,,,00.000000007200,   7.52000,
,,,00.000000007400,   7.52000,
,,,00.000000007600,   7.60000,
,,,00.000000007800,   7.60000,
,,,00.000000008000,   7.60000,
,,,00.000000008200,   7.68000,
,,,00.000000008400,   7.68000,
,,,00.000000008600,   7.68000,
,,,00.000000008800,   7.68000,
,,,00.000000009000,   7.76000,
,,,00.000000009200,   7.76000,
,,,00.000000009400,   7.76000,
,,,00.000000009600,   7.68000,
,,,00.000000009800,   7.68000,
,,,00.000000010000,   7.68000,
,,,00.000000010200,   7.68000,
,,,00.000000010400,   7.60000,
,,,00.000000010600,   7.60000,
,,,00.000000010800,   7.60000,
,,,00.000000011000,   7.52000,
,,,00.000000011200,   7.52000,
,,,00.000000011400,   7.44000,
,,,00.000000011600,   7.36000,
,,,00.000000011800,   7.28000,
,,,00.000000012000,   7.28000,
,,,00.000000012200,   7.20000,
,,,00.000000012400,   7.12000,
,,,00.000000012600,   7.04000,
,,,00.000000012800,   6.88000,
,,,00.000000013000,   6.88000,
,,,00.000000013200,   6.80000,
,,,00.000000013400,   6.72000,
,,,00.000000013600,   6.72000,
,,,00.000000013800,   6.64000,
,,,00.000000014000,   6.64000,
,,,00.000000014200,   6.64000,
,,,00.000000014400,   6.56000,
,,,00.000000014600,   6.48000,
,,,00.000000014800,   6.48000,
,,,00.000000015000,   6.40000,
,,,00.000000015200,   6.40000,
,,,00.000000015400,   6.32000,
,,,00.000000015600,   6.32000,
,,,00.000000015800,   6.24000,
,,,00.000000016000,   6.24000,
,,,00.000000016200,   6.24000,
,,,00.000000016400,   6.24000,
,,,00.000000016600,   6.16000,
,,,00.000000016800,   6.24000,
,,,00.000000017000,   6.24000,
,,,00.000000017200,   6.24000,
,,,00.000000017400,   6.24000,
,,,00.000000017600,   6.24000,
,,,00.000000017800,   6.24000,
,,,00.000000018000,   6.24000,
,,,00.000000018200,   6.24000,
,,,00.000000018400,   6.16000,
,,,00.000000018600,   6.16000,
,,,00.000000018800,   6.16000,
,,,00.000000019000,   6.16000,
,,,00.000000019200,   6.16000,
,,,00.000000019400,   6.08000,
,,,00.000000019600,   6.08000,
,,,00.000000019800,   6.08000,
,,,00.000000020000,   6.08000,
,,,00.000000020200,   6.16000,
,,,00.000000020400,   6.16000,
,,,00.000000020600,   6.16000,
,,,00.000000020800,   6.24000,
,,,00.000000021000,   6.24000,
,,,00.000000021200,   6.32000,
,,,00.000000021400,   6.32000,
,,,00.000000021600,   6.32000,
,,,00.000000021800,   6.32000,
,,,00.000000022000,   6.32000,
,,,00.000000022200,   6.32000,
,,,00.000000022400,   6.32000,
,,,00.000000022600,   6.32000,
,,,00.000000022800,   6.32000,
,,,00.000000023000,   6.32000,
,,,00.000000023200,   6.32000,
,,,00.000000023400,   6.32000,
,,,00.000000023600,   6.32000,
,,,00.000000023800,   6.32000,
,,,00.000000024000,   6.32000,
,,,00.000000024200,   6.32000,
,,,00.000000024400,   6.32000,
,,,00.000000024600,   6.32000,
,,,00.000000024800,   6.32000,
,,,00.000000025000,   6.32000,
,,,00.000000025200,   6.40000,
,,,00.000000025400,   6.40000,
,,,00.000000025600,   6.32000,
,,,00.000000025800,   6.32000,
,,,00.000000026000,   6.32000,
,,,00.000000026200,   6.32000,
,,,00.000000026400,   6.24000,
,,,00.000000026600,   6.24000,
,,,00.000000026800,   6.24000,
,,,00.000000027000,   6.24000,
,,,00.000000027200,   6.24000,
,,,00.000000027400,   6.16000,
,,,00.000000027600,   6.16000,
,,,00.000000027800,   6.16000,
,,,00.000000028000,   6.16000,
,,,00.000000028200,   6.16000,
,,,00.000000028400,   6.08000,
,,,00.000000028600,   6.08000,
,,,00.000000028800,   6.00000,
,,,00.000000029000,   6.00000,
,,,00.000000029200,   6.00000,
,,,00.000000029400,   5.92000,
,,,00.000000029600,   5.92000,
,,,00.000000029800,   5.92000,
,,,00.000000030000,   5.92000,
,,,00.000000030200,   5.92000,
,,,00.000000030400,   5.84000,
,,,00.000000030600,   5.84000,
,,,00.000000030800,   5.84000,
,,,00.000000031000,   5.84000,
,,,00.000000031200,   5.84000,
,,,00.000000031400,   5.84000,
,,,00.000000031600,   5.84000,
,,,00.000000031800,   5.84000,
,,,00.000000032000,   5.92000,
,,,00.000000032200,   5.92000,
,,,00.000000032400,   5.84000,
,,,00.000000032600,   5.84000,
,,,00.000000032800,   5.76000,
,,,00.000000033000,   5.76000,
,,,00.000000033200,   5.76000,
,,,00.000000033400,   5.68000,
,,,00.000000033600,   5.68000,
,,,00.000000033800,   5.68000,
,,,00.000000034000,   5.68000,
,,,00.000000034200,   5.76000,
,,,00.000000034400,   5.76000,
,,,00.000000034600,   5.76000,
,,,00.000000034800,   5.76000,
,,,00.000000035000,   5.76000,
,,,00.000000035200,   5.84000,
,,,00.000000035400,   5.84000,
,,,00.000000035600,   5.84000,
,,,00.000000035800,   5.84000,
,,,00.000000036000,   5.84000,
,,,00.000000036200,   5.84000,
,,,00.000000036400,   5.84000,
,,,00.000000036600,   5.84000,
,,,00.000000036800,   5.84000,
,,,00.000000037000,   5.84000,
,,,00.000000037200,   5.84000,
,,,00.000000037400,   5.84000,
,,,00.000000037600,   5.84000,
,,,00.000000037800,   5.84000,
,,,00.000000038000,   5.84000,
,,,00.000000038200,   5.92000,
,,,00.000000038400,   5.92000,
,,,00.000000038600,   5.92000,
,,,00.000000038800,   5.92000,
,,,00.000000039000,   5.92000,
,,,00.000000039200,   5.92000,
,,,00.000000039400,   5.92000,
,,,00.000000039600,   5.92000,
,,,00.000000039800,   5.92000,
,,,00.000000040000,   5.92000,
,,,00.000000040200,   5.92000,
,,,00.000000040400,   5.84000,
,,,00.000000040600,   5.84000,
,,,00.000000040800,   5.84000,
,,,00.000000041000,   5.84000,
,,,00.000000041200,   5.84000,
,,,00.000000041400,   5.84000,
,,,00.000000041600,   5.76000,
,,,00.000000041800,   5.76000,
,,,00.000000042000,   5.84000,
,,,00.000000042200,   5.84000,
,,,00.000000042400,   5.84000,
,,,00.000000042600,   5.84000,
,,,00.000000042800,   5.84000,
,,,00.000000043000,   5.84000,
,,,00.000000043200,   5.92000,
,,,00.000000043400,   5.92000,
,,,00.000000043600,   5.92000,
,,,00.000000043800,   5.92000,
,,,00.000000044000,   5.92000,
,,,00.000000044200,   5.92000,
,,,00.000000044400,   5.84000,
,,,00.000000044600,   5.84000,
,,,00.000000044800,   5.84000,
,,,00.000000045000,   5.84000,
,,,00.000000045200,   5.84000,
,,,00.000000045400,   5.76000,
,,,00.000000045600,   5.76000,
,,,00.000000045800,   5.76000,
,,,00.000000046000,   5.76000,
,,,00.000000046200,   5.76000,
,,,00.000000046400,   5.76000,
,,,00.000000046600,   5.76000,
,,,00.000000046800,   5.76000,
,,,00.000000047000,   5.76000,
,,,00.000000047200,   5.84000,
,,,00.000000047400,   5.76000,
,,,00.000000047600,   5.76000,
,,,00.000000047800,   5.76000,
,,,00.000000048000,   5.76000,
,,,00.000000048200,   5.76000,
,,,00.000000048400,   5.76000,
,,,00.000000048600,   5.76000,
,,,00.000000048800,   5.76000,
,,,00.000000049000,   5.76000,
,,,00.000000049200,   5.84000,
,,,00.000000049400,   5.84000,
,,,00.000000049600,   5.84000,
,,,00.000000049800,   5.84000,
,,,00.000000050000,   5.84000,
,,,00.000000050200,   5.84000,
,,,00.000000050400,   5.76000,
,,,00.000000050600,   5.76000,
,,,00.000000050800,   5.76000,
,,,00.000000051000,   5.76000,
,,,00.000000051200,   5.76000,
,,,00.000000051400,   5.68000,
,,,00.000000051600,   5.68000,
,,,00.000000051800,   5.68000,
,,,00.000000052000,   5.68000,
,,,00.000000052200,   5.68000,
,,,00.000000052400,   5.68000,
,,,00.000000052600,   5.60000,
,,,00.000000052800,   5.60000,
,,,00.000000053000,   5.68000,
,,,00.000000053200,   5.68000,
,,,00.000000053400,   5.68000,
,,,00.000000053600,   5.68000,
,,,00.000000053800,   5.68000,
,,,00.000000054000,   5.68000,
,,,00.000000054200,   5.76000,
,,,00.000000054400,   5.68000,
,,,00.000000054600,   5.68000,
,,,00.000000054800,   5.68000,
,,,00.000000055000,   5.68000,
,,,00.000000055200,   5.68000,
,,,00.000000055400,   5.68000,
,,,00.000000055600,   5.68000,
,,,00.000000055800,   5.76000,
,,,00.000000056000,   5.76000,
,,,00.000000056200,   5.84000,
,,,00.000000056400,   5.84000,
,,,00.000000056600,   5.84000,
,,,00.000000056800,   5.84000,
,,,00.000000057000,   5.84000,
,,,00.000000057200,   5.84000,
,,,00.000000057400,   5.84000,
,,,00.000000057600,   5.84000,
,,,00.000000057800,   5.84000,
,,,00.000000058000,   5.84000,
,,,00.000000058200,   5.84000,
,,,00.000000058400,   5.84000,
,,,00.000000058600,   5.84000,
,,,00.000000058800,   5.84000,
,,,00.000000059000,   5.84000,
,,,00.000000059200,   5.92000,
,,,00.000000059400,   5.92000,
,,,00.000000059600,   5.92000,
,,,00.000000059800,   5.92000,
,,,00.000000060000,   5.92000,
,,,00.000000060200,   5.92000,
,,,00.000000060400,   5.92000,
,,,00.000000060600,   5.92000,
,,,00.000000060800,   5.92000,
,,,00.000000061000,   5.92000,
,,,00.000000061200,   5.92000,
,,,00.000000061400,   5.84000,
,,,00.000000061600,   5.84000,
,,,00.000000061800,   5.84000,
,,,00.000000062000,   5.84000,
,,,00.000000062200,   5.84000,
,,,00.000000062400,   5.84000,
,,,00.000000062600,   5.76000,
,,,00.000000062800,   5.76000,
,,,00.000000063000,   5.84000,
,,,00.000000063200,   5.84000,
,,,00.000000063400,   5.84000,
,,,00.000000063600,   5.84000,
,,,00.000000063800,   5.84000,
,,,00.000000064000,   5.84000,
,,,00.000000064200,   5.92000,
,,,00.000000064400,   5.92000,
,,,00.000000064600,   5.84000,
,,,00.000000064800,   5.84000,
,,,00.000000065000,   5.84000,
,,,00.000000065200,   5.84000,
,,,00.000000065400,   5.76000,
,,,00.000000065600,   5.76000,
,,,00.000000065800,   5.76000,
,,,00.000000066000,   5.76000,
,,,00.000000066200,   5.76000,
,,,00.000000066400,   5.76000,
,,,00.000000066600,   5.76000,
,,,00.000000066800,   5.76000,
,,,00.000000067000,   5.76000,
,,,00.000000067200,   5.84000,
,,,00.000000067400,   5.76000,
,,,00.000000067600,   5.76000,
,,,00.000000067800,   5.76000,
,,,00.000000068000,   5.76000,
,,,00.000000068200,   5.76000,
,,,00.000000068400,   5.76000,
,,,00.000000068600,   5.76000,
,,,00.000000068800,   5.76000,
,,,00.000000069000,   5.76000,
,,,00.000000069200,   5.84000,
,,,00.000000069400,   5.76000,
,,,00.000000069600,   5.76000,
,,,00.000000069800,   5.76000,
,,,00.000000070000,   5.76000,
,,,00.000000070200,   5.76000,
,,,00.000000070400,   5.76000,
,,,00.000000070600,   5.76000,
,,,00.000000070800,   5.76000,
,,,00.000000071000,   5.76000,
,,,00.000000071200,   5.76000,
,,,00.000000071400,   5.76000,
,,,00.000000071600,   5.76000,
,,,00.000000071800,   5.76000,
,,,00.000000072000,   5.76000,
,,,00.000000072200,   5.76000,
,,,00.000000072400,   5.76000,
,,,00.000000072600,   5.76000,
,,,00.000000072800,   5.76000,
,,,00.000000073000,   5.76000,
,,,00.000000073200,   5.84000,
,,,00.000000073400,   5.84000,
,,,00.000000073600,   5.84000,
,,,00.000000073800,   5.84000,
,,,00.000000074000,   5.84000,
,,,00.000000074200,   5.84000,
,,,00.000000074400,   5.84000,
,,,00.000000074600,   5.84000,
,,,00.000000074800,   5.84000,
,,,00.000000075000,   5.84000,
,,,00.000000075200,   5.84000,
,,,00.000000075400,   5.76000,
,,,00.000000075600,   5.76000,
,,,00.000000075800,   5.76000,
,,,00.000000076000,   5.76000,
,,,00.000000076200,   5.76000,
,,,00.000000076400,   5.76000,
,,,00.000000076600,   5.76000,
,,,00.000000076800,   5.76000,
,,,00.000000077000,   5.76000,
,,,00.000000077200,   5.84000,
,,,00.000000077400,   5.76000,
,,,00.000000077600,   5.76000,
,,,00.000000077800,   5.76000,
,,,00.000000078000,   5.76000,
,,,00.000000078200,   5.76000,
,,,00.000000078400,   5.76000,
,,,00.000000078600,   5.68000,
,,,00.000000078800,   5.68000,
,,,00.000000079000,   5.76000,
,,,00.000000079200,   5.76000,
,,,00.000000079400,   5.76000,
,,,00.000000079600,   5.76000,
,,,00.000000079800,   5.76000,
,,,00.000000080000,   5.76000,
,,,00.000000080200,   5.84000,
,,,00.000000080400,   5.84000,
,,,00.000000080600,   5.84000,
,,,00.000000080800,   5.84000,
,,,00.000000081000,   5.84000,
,,,00.000000081200,   5.84000,
,,,00.000000081400,   5.76000,
,,,00.000000081600,   5.76000,
,,,00.000000081800,   5.76000,
,,,00.000000082000,   5.76000,
,,,00.000000082200,   5.76000,
,,,00.000000082400,   5.76000,
,,,00.000000082600,   5.68000,
,,,00.000000082800,   5.68000,
,,,00.000000083000,   5.76000,
,,,00.000000083200,   5.76000,
,,,00.000000083400,   5.76000,
,,,00.000000083600,   5.76000,
,,,00.000000083800,   5.76000,
,,,00.000000084000,   5.76000,
,,,00.000000084200,   5.84000,
,,,00.000000084400,   5.84000,
,,,00.000000084600,   5.84000,
,,,00.000000084800,   5.84000,
,,,00.000000085000,   5.84000,
,,,00.000000085200,   5.84000,
,,,00.000000085400,   5.76000,
,,,00.000000085600,   5.76000,
,,,00.000000085800,   5.76000,
,,,00.000000086000,   5.76000,
,,,00.000000086200,   5.76000,
,,,00.000000086400,   5.68000,
,,,00.000000086600,   5.68000,
,,,00.000000086800,   5.68000,
,,,00.000000087000,   5.68000,
,,,00.000000087200,   5.68000,
,,,00.000000087400,   5.68000,
,,,00.000000087600,   5.60000,
,,,00.000000087800,   5.60000,
,,,00.000000088000,   5.68000,
,,,00.000000088200,   5.68000,
,,,00.000000088400,   5.68000,
,,,00.000000088600,   5.68000,
,,,00.000000088800,   5.68000,
,,,00.000000089000,   5.68000,
,,,00.000000089200,   5.76000,
,,,00.000000089400,   5.76000,
,,,00.000000089600,   5.76000,
,,,00.000000089800,   5.76000,
,,,00.000000090000,   5.76000,
,,,00.000000090200,   5.84000,
,,,00.000000090400,   5.84000,
